year,flow_code,classification_code,entity_id,entity_label,requested_partner_code,historical_trade_area,returned,snapshot_requested,snapshot_partner_codes,snapshot_partner_codes_sha256,configured_partner_codes_sha256,snapshot_status,mapping_status,mapping_source,resolution
1971,X,S2,italy,Italy,380,Italy,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,X,S2,macao,Macao,446,Macao,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,mozambique,Mozambique,508,Mozambique,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,netherlands,Netherlands,528,Netherlands,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,norway,Norway,579,"Norway, Svalbard and Jan Mayen",False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,X,S2,sao_tome_principe,Sao Tome and Principe,678,Sao Tome and Principe,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,sweden,Sweden,752,Sweden,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,switzerland_liechtenstein,Switzerland and Liechtenstein,757,Switzerland and Liechtenstein,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,X,S2,timor_leste,Timor-Leste,626,Timor-Leste,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,united_kingdom,United Kingdom,826,United Kingdom,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,west_germany,Former Federal Republic of Germany,280,Former Federal Republic of Germany,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,X,S2,world,World,0,World,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,comtrade_total,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,angola,Angola,24,Angola,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,austria,Austria,40,Austria,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,belgium_luxembourg,Belgium-Luxembourg,58,Belgium-Luxembourg (...1998),False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,cabo_verde,Cabo Verde,132,Cabo Verde,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,denmark,Denmark,208,Denmark,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,finland,Finland,246,Finland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,france,France,251,France customs area,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,M,S2,guinea_bissau,Guinea-Bissau,624,Guinea-Bissau,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,iceland,Iceland,352,Iceland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,ireland,Ireland,372,Ireland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,italy,Italy,380,Italy,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,M,S2,macao,Macao,446,Macao,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,mozambique,Mozambique,508,Mozambique,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,netherlands,Netherlands,528,Netherlands,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,norway,Norway,579,"Norway, Svalbard and Jan Mayen",False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,M,S2,sao_tome_principe,Sao Tome and Principe,678,Sao Tome and Principe,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,sweden,Sweden,752,Sweden,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,switzerland_liechtenstein,Switzerland and Liechtenstein,757,Switzerland and Liechtenstein,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1971,M,S2,timor_leste,Timor-Leste,626,Timor-Leste,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,united_kingdom,United Kingdom,826,United Kingdom,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,west_germany,Former Federal Republic of Germany,280,Former Federal Republic of Germany,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1971,M,S2,world,World,0,World,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,comtrade_total,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,angola,Angola,24,Angola,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,austria,Austria,40,Austria,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,belgium_luxembourg,Belgium-Luxembourg,58,Belgium-Luxembourg (...1998),False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,cabo_verde,Cabo Verde,132,Cabo Verde,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,denmark,Denmark,208,Denmark,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,finland,Finland,246,Finland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,france,France,251,France customs area,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1972,X,S2,guinea_bissau,Guinea-Bissau,624,Guinea-Bissau,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,iceland,Iceland,352,Iceland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,ireland,Ireland,372,Ireland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,italy,Italy,380,Italy,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_customs_area_help,not_returned_by_api
1972,X,S2,macao,Macao,446,Macao,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,mozambique,Mozambique,508,Mozambique,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,netherlands,Netherlands,528,Netherlands,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,norway,Norway,579,"Norway, Svalbard and Jan Mayen",False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1972,X,S2,sao_tome_principe,Sao Tome and Principe,678,Sao Tome and Principe,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,sweden,Sweden,752,Sweden,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,switzerland_liechtenstein,Switzerland and Liechtenstein,757,Switzerland and Liechtenstein,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
1972,X,S2,timor_leste,Timor-Leste,626,Timor-Leste,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,united_kingdom,United Kingdom,826,United Kingdom,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,west_germany,Former Federal Republic of Germany,280,Former Federal Republic of Germany,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,X,S2,world,World,0,World,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,comtrade_total,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,angola,Angola,24,Angola,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,austria,Austria,40,Austria,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,belgium_luxembourg,Belgium-Luxembourg,58,Belgium-Luxembourg (...1998),False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,historical_trade_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,cabo_verde,Cabo Verde,132,Cabo Verde,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,denmark,Denmark,208,Denmark,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,finland,Finland,246,Finland,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,direct_area_match,un_comtrade_partner_areas_reference,not_returned_by_api
1972,M,S2,france,France,251,France customs area,False,True,"0,24,40,58,132,208,246,251,280,352,372,380,446,508,528,579,624,626,678,752,757,826",3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,3e19e2fd1467e3d2c9f3cd8894aa60ce9fa3f88335ad2ad1f594a389b63c9be0,current_against_configuration,customs_area_match,un_comtrade_customs_area_help,not_returned_by_api
